Ticker,Name,Description,Price(USD),Start,End,ROI(Pct),Timezone,Duration
POLL,ClearPoll,Social public opinion poll network on the blockchain,0.05,2017-10-02 04:00:00,2017-10-26 04:00:00,-0.6456000000000001,UTC+8,24 days 00:00:00.000000000
SCT,Soma,A decentralized social market place,0.51,2017-09-26 06:00:00,2017-10-26 06:00:00,-0.2434,UTC+0,30 days 00:00:00.000000000
SWM,Swarm Fund,Cooperative Ownership Platform for Real Assets,0.04,2017-10-21 14:00:00,2017-10-27 23:00:00,-0.9604,UTC+0,6 days 09:00:00.000000000
LPG,LangPie,Onlinetranslation platform based on blockchain,0.0,2017-09-28 06:00:00,2017-10-28 06:00:00,0.0,UTC+1,30 days 00:00:00.000000000
LAB,Tokenlab,Tokenlab offers Token and ICO services to clients towards their fund raising campaigns,0.02,2017-09-14 12:00:00,2017-10-28 12:00:00,-0.7245,UTC+0,44 days 00:00:00.000000000
GIVE,Grant Hero,The Grant Hero Foundation is a decentralized nonprofit organization that fosters direct personal giving Grant Hero enables donors to create and award personal grants direct to recipients offering complete autonomy and transparency,0.0,2017-10-02 00:00:00,2017-10-30 00:00:00,0.0,UTC--5,28 days 00:00:00.000000000
CPAY,Cryptopay,Central entry point into a decentralized space,0.03,2017-09-25 06:00:00,2017-10-30 06:00:00,-0.9109999999999999,UTC+0,35 days 00:00:00.000000000
ARN,Aeron,Aeron  the new standard of aviation safety powered by blockchain,0.18,2017-09-19 00:00:00,2017-10-30 23:59:59,-0.6322,UTC+3,41 days 23:59:59.000000000
ARX,Assistive Reality,AIintegrated Augmented Reality applications and cloud service,0.0,2017-09-30 01:00:00,2017-10-31 01:00:00,0.0,UTC+0,31 days 00:00:00.000000000
BCOIN,BannerCoin,Payment processing system for acceptance of digital currencies,0.61,2017-09-15 00:00:00,2017-10-31 11:59:00,-0.7962,UTC--7,46 days 11:59:00.000000000
ATL,ATLANT,Atlant aims to be the Worlds Real Estate Blockchain Platform,0.02,2017-09-07 12:00:00,2017-10-31 12:00:00,-0.9652,UTC+0,54 days 00:00:00.000000000
ALDO,Aldoin,Green Blockchain  Mining with monthly dividends,0.0,2017-08-23 00:00:00,2017-10-31 23:59:59,0.0,UTC+1,69 days 23:59:59.000000000
DCN,Dentacoin,Dentacoin The Blockchain Solution for the Global Dental Industry for improved service delivery,0.0,2017-10-01 14:00:00,2017-11-01 14:00:00,0.0,UTC+0,31 days 00:00:00.000000000
ENO,Ethino,The first and only erc20 Ethereum casino,0.05,2017-10-02 14:00:00,2017-11-02 14:00:00,-0.9695,UTC--4,31 days 00:00:00.000000000
RCN,Ripio Credit Network,A global peertopeer credit network based on cosigned smart contracts,0.05,2017-10-24 00:00:00,2017-11-05 00:00:00,-0.3529,UTC+0,12 days 00:00:00.000000000
TKT,crypto.tickets,Blockchain platform for ticket systems and event organisers,0.0,2017-10-05 22:00:00,2017-11-05 23:59:59,0.0,UTC+3,31 days 01:59:59.000000000
UTK,Utrust,The future of online payments,0.02,2017-11-02 13:00:00,2017-11-08 13:00:00,-0.6986,UTC+0,6 days 00:00:00.000000000
STAR,Starbase,A Platform for issuing tokens and launch crowdfunding projects,0.03,2017-09-18 00:00:00,2017-11-10 00:00:00,0.0,UTC+0,53 days 00:00:00.000000000
QVT,Qvolta,Qvolta will let people convert cryptocurrencies into the fiat currencies,0.01,2017-10-10 00:00:00,2017-11-10 00:00:00,1.2912000000000001,UTC+0,31 days 00:00:00.000000000
ALTC,Altocar,Taxi rides aggregator service on the wave blockchain platform,0.0,2017-10-10 09:00:00,2017-11-10 10:00:00,0.0,UTC+3,31 days 01:00:00.000000000
HIVE,CryptoHive,Trading bot advisor with smart algorithms to gather useful trading information globally,0.0,2017-10-10 00:00:00,2017-11-11 00:00:00,0.0,UTC+0,32 days 00:00:00.000000000
PBC,Blockstack,Blockstack has been designed as the new internet for decentralized apps,0.0,2017-11-01 00:00:00,2017-11-13 00:00:00,-1.0,UTC+0,12 days 00:00:00.000000000
GVT,Genesis Vision,Genesis Vision is the platform for the private trust management market built on blockchain technology and smart contracts,1.15,2017-09-15 09:00:00,2017-11-15 09:00:00,0.149,UTC+0,61 days 00:00:00.000000000
CDRT,CREDEROOM,Lending company with modern analytical platform,0.03,2017-10-16 12:00:00,2017-11-15 23:59:59,-0.9721,UTC+0,30 days 11:59:59.000000000
PRIX,Privatix,First Internet Bandwidth Marketplace powered by P2P VPN Network on Blockchain,0.94,2017-10-19 14:00:00,2017-11-16 14:00:00,-0.6862999999999999,UTC+0,28 days 00:00:00.000000000
XCPO,COPICO,COPICO is the project powering the XCPO masternode Coin,0.04,2017-10-17 00:00:00,2017-11-17 00:00:00,4.8785,UTC+0,31 days 00:00:00.000000000
AMM,MicroMoney,MicroMoney is an Open Source Credit  Big Data Bureau that connects new customers to all existing financial services,0.0,2017-10-18 00:00:00,2017-11-18 00:00:00,-0.9969,UTC+0,31 days 00:00:00.000000000
CRN,CareerXon,First Decentralized Career Oriented  Skills Training Platform,0.0,2017-11-04 00:00:00,2017-11-18 00:00:00,0.0,UTC+0,14 days 00:00:00.000000000
CASH,Cash Poker Pro,Modern online poker room based on blockchain technology,0.01,2017-10-26 18:00:00,2017-11-18 18:00:00,0.0,UTC+0,23 days 00:00:00.000000000
HAW,Happiest at work,Attracting people to work in the clothing manufacturing industry,0.0,2017-10-23 13:00:00,2017-11-20 13:00:00,0.0,UTC+0,28 days 00:00:00.000000000
SYN,Synapse,Decentralized Data and AI Marketplace,0.0,2017-10-21 07:00:00,2017-11-21 06:59:59,0.0,UTC--8,30 days 23:59:59.000000000
WAND,WandX,Decentralized financial instruments on ERC20 tokens,0.01,2017-10-22 14:00:00,2017-11-21 19:30:00,-0.9148000000000001,UTC+0,30 days 05:30:00.000000000
BID,Blockbid,Blockbid is an ultrasecure exchange with the goal of facilitating the highest volume of trades for the most cryptocurrencies with a single login,0.0,2017-10-21 21:00:00,2017-11-21 21:00:00,0.0,UTC+11,31 days 00:00:00.000000000
CDL,Confideal,Escrow Platform on The Ethereum Blockchain,0.0,2017-11-02 12:00:00,2017-11-22 12:00:00,0.0,UTC+1,20 days 00:00:00.000000000
SCF,Safe Child Future,The child safety system that will be used to protect children on the roads and streets,0.0,2017-10-23 15:00:00,2017-11-23 15:00:00,0.0,UTC+0,31 days 00:00:00.000000000
MBT,Multibot,A multifunctional multithreaded trading platform in the cloud,0.0,2017-10-20 03:00:00,2017-11-24 03:00:00,0.0,UTC+0,35 days 00:00:00.000000000
ZET,ZEUS,First Ecomining in the World Recycling platform on the blockchain,0.01,2017-10-25 00:00:00,2017-11-25 00:00:00,-0.9931,UTC+2,31 days 00:00:00.000000000
BON,Bonpay,Blockchain powered wallet and debit card for variety of cryptocurrencies Bonpay makes transactions as simple as possible,0.0,2017-10-31 14:00:00,2017-11-28 14:00:00,-1.0,UTC+1,28 days 00:00:00.000000000
WAX,WAX,A decentralized platform that enables anyone to operate a fully functioning virtual asset marketplace,0.03,2017-11-01 13:00:00,2017-11-29 13:00:00,-0.948,UTC+0,28 days 00:00:00.000000000
STORM,Storm,Creating the StorMarket  a decentralized microtask marketplace platform ,0.0,2017-11-01 00:00:00,2017-11-30 00:00:00,-0.8513,UTC+0,29 days 00:00:00.000000000
PKT,Playkey.io,Decentralized Cloud Gaming Platform,0.02,2017-11-01 03:00:00,2017-11-30 03:00:00,-0.9924,UTC+0,29 days 00:00:00.000000000
SENSE,SENSE,The Value for Human Capital Enabled by Smart Contracts,0.0,2017-11-07 09:00:00,2017-11-30 09:00:00,0.0,UTC+4,23 days 00:00:00.000000000
VZT,Vezt ICO,Vezt lets music fans share ownership with artists in their favorite songs,0.0,2017-11-03 12:00:00,2017-11-30 12:00:00,0.0,UTC+7,27 days 00:00:00.000000000
COP,CopPay,Multicryptocurrency payment platform for businesses consumers  community,0.0,2017-10-30 12:00:00,2017-11-30 12:00:00,-0.9767,UTC+0,31 days 00:00:00.000000000
CCO,CCORE,Your Crypto Payment Platform,0.06,2017-11-09 00:00:00,2017-11-30 23:59:59,-0.8068000000000001,UTC+0,21 days 23:59:59.000000000
PBL,Publica,Blockchain revolution for the publishing economy,0.04,2017-11-01 00:00:00,2017-12-01 00:00:00,-0.9556,UTC+3,30 days 00:00:00.000000000
DMT,DMarket,Dmarket  the first decentralized marketplace where you can trade all your ingame items globally,0.0,2017-10-17 12:00:00,2017-12-01 12:00:00,0.0,UTC--4,45 days 00:00:00.000000000
UCN,VerifyUnion,Decentralized Platform for Digital Identification and Social Scoring Engine,0.0,2017-10-03 03:00:00,2017-12-03 03:59:00,0.0,UTC+0,61 days 00:59:00.000000000
GEE,Geens,Privacy Focused Blockchain Timestamping Office,0.0,2017-11-07 10:00:00,2017-12-07 10:00:00,0.0,UTC+0,30 days 00:00:00.000000000
JBX,JBOXCOIN,A Blockchain based decentralized video streaming platform ,0.0,2017-11-08 02:00:00,2017-12-08 02:00:00,0.0,UTC+0,30 days 00:00:00.000000000
DIMND,DIMND,Digital Currency powered by Ethreum represented by Diamonds,0.0,2017-11-07 00:00:00,2017-12-10 00:00:00,0.0,UTC+0,33 days 00:00:00.000000000
PLM,algo.land,The autonomous algorithmic trading blockchain fund,0.0,2017-11-01 00:00:00,2017-12-10 23:59:59,0.0,UTC+1,39 days 23:59:59.000000000
ATK,AML Bitcoin,AML BitCoin is the first AML KYC compliant coin for legitimate financial use on a global scale,0.0,2017-10-06 00:00:00,2017-12-15 00:00:00,0.0,UTC+0,70 days 00:00:00.000000000
WRC,Worldcore,Modern Banking Solutions For The Digital World Tomorrow,0.01,2017-10-14 00:00:00,2017-12-15 00:00:00,-0.9126000000000001,UTC+1,62 days 00:00:00.000000000
PHI,Delphi Systems,Oracle Platform and Prediction Market,0.0,2017-11-01 12:00:00,2017-12-15 12:00:00,0.0,UTC+0,44 days 00:00:00.000000000
AIX,Aigang Network,Blockchain Protocol for Digital Insurance built for InternetofThings,0.0,2017-11-15 13:00:00,2017-12-15 13:00:00,-0.9997,UTC+0,30 days 00:00:00.000000000
MED,MediBloc,The largest healthcare blockchain Medibloc will help champion the worlds shift to private information decentralization,0.01,2017-11-20 02:00:00,2017-12-15 15:00:00,0.3652,UTC+0,25 days 13:00:00.000000000
NGC,NAGA Group,Smart Cryptocurrency for gaming and trading,0.03,2017-12-01 00:00:00,2017-12-15 23:59:59,-0.9738,UTC+0,14 days 23:59:59.000000000
XRED,XRED,The First Cryptocurrency fund for real estate development and investment,0.0,2017-11-01 00:00:01,2017-12-15 23:59:59,0.0,UTC+0,44 days 23:59:58.000000000
VEGA,Vega AI Solutions,Automated Intelligent Trading App Help Traders and Investors Get Good Returns On Their Investments,0.0,2017-11-24 00:00:00,2017-12-16 00:00:00,-0.9998,UTC+0,22 days 00:00:00.000000000
VRP,ProsenseLive,ProsenseLive is the worlds first decentralized peertopeer livestreaming platform for the distribution of virtual reality content,0.0,2017-10-19 17:00:00,2017-12-16 16:00:00,0.0,UTC+0,57 days 23:00:00.000000000
NEU,Neufund,Neufund is a communityowned fundraising platform,0.07,2017-11-17 11:00:00,2017-12-17 11:00:00,-0.7972,UTC+0,30 days 00:00:00.000000000
SPHTX,SophiaTX,Blockchain PlatformMarketplace integrating business apps  solutions to collaborative environments,0.0,2017-12-07 14:00:00,2017-12-17 14:00:00,-0.9945,UTC+1,10 days 00:00:00.000000000
IVC,Investy,Investy is a platform for decentralized investments using Blockchain Technology,0.0,2017-11-24 00:00:00,2017-12-18 00:00:00,0.0,UTC+3,24 days 00:00:00.000000000
CHX,Chainium,We are reinventing the global equity market,0.0,2017-11-27 12:00:00,2017-12-18 12:00:00,0.0,UTC+0,21 days 00:00:00.000000000
MAT,MiniApps.pro,AI and Blockchain Powered Chatbot Ecosystem,0.03,2017-10-18 00:00:00,2017-12-19 00:00:00,-0.9906999999999999,UTC+0,62 days 00:00:00.000000000
DEAL,Foreground,Foreground is an affiliate marketing solution for the traditional internet and the rapidly growing decentralized web,0.0,2017-11-28 00:00:00,2017-12-19 00:00:00,0.0,UTC+0,21 days 00:00:00.000000000
ICS,NOVAcool,The first immersion cooling system for PC,0.0,2017-09-28 12:00:00,2017-12-19 12:00:00,0.0,UTC+0,82 days 00:00:00.000000000
CNT,Connectius,Connectius  a blockchain SaaS solution for ecommerce,0.01,2017-11-20 23:59:59,2017-12-20 00:00:00,-0.9889,UTC+3,29 days 00:00:01.000000000
RST,REGA Risk Sharing,Aims to unlock the power of blockchain technology to revolutionize traditional insurance industry,0.0,2017-10-15 10:00:00,2017-12-20 11:00:00,0.0,UTC+0,66 days 01:00:00.000000000
PTC,Propthereum,Tokens bought with Ethereum and distributed to participants backed by immoveable property,0.01,2017-11-20 11:59:59,2017-12-20 12:00:00,-0.9581999999999999,UTC+0,30 days 00:00:01.000000000
ESC,EtherSport,Online Sports Lottery Platform with Provably Fair Results 15 Profit Share for Token Holders,0.01,2017-11-13 12:00:00,2017-12-20 13:00:00,-0.9573999999999999,UTC+0,37 days 01:00:00.000000000
IDH,indaHash,Indahash is tokenizing the influencer industry,0.0,2017-11-29 15:00:00,2017-12-20 15:00:00,-0.9262999999999999,UTC+0,21 days 00:00:00.000000000
DEB,Debitum Network,Borderless SME business financing,0.0,2017-12-07 15:00:00,2017-12-21 15:00:00,-0.9832,UTC+0,14 days 00:00:00.000000000
KVT,kevin,kevin is an innovative online banking service that allows to easily link and manage different crypto accounts and bank accounts,0.0,2017-10-17 00:00:00,2017-12-22 00:00:00,0.0,UTC+0,66 days 00:00:00.000000000
DAC,Hdac,Hdac is the worlds 1st IoT Contract  Payment Platform based on Blockchain,0.0,2017-11-27 23:58:00,2017-12-22 23:58:00,0.0,UTC+0,25 days 00:00:00.000000000
HIG,Ethereum High,Ethereum High is a robust and featherlight cryptocurrency designed to hedge the risk of your portfolio,0.0,2017-11-20 00:00:00,2017-12-24 23:59:59,0.0,UTC+0,34 days 23:59:59.000000000
BINARY,Binary.com,The easiest way to get started in the financial market,0.0,2017-11-15 00:00:00,2017-12-25 00:00:00,0.0,UTC+0,40 days 00:00:00.000000000
SRN,Finney,Sirin Labs is building an ultra secured  open sourced communication device for the blockchain era,0.01,2017-12-12 00:00:00,2017-12-25 00:00:00,-0.9904999999999999,UTC+0,13 days 00:00:00.000000000
REM,REMME,Access Management solution replacing passwords with the distributed authentication,0.02,2017-12-04 00:00:00,2017-12-25 00:00:00,0.0,UTC+0,21 days 00:00:00.000000000
INS,INS Ecosystem,Decentralized ecosystem directly connecting grocery manufacturers and consumers,0.19,2017-12-04 11:00:00,2017-12-25 11:00:00,-0.8138,UTC+0,21 days 00:00:00.000000000
PEF,Prosume Energy,The biggest energy revolution ever,0.0,2017-11-06 00:00:00,2017-12-25 23:59:59,0.0,UTC+0,49 days 23:59:59.000000000
CAN,CanYa,Real working platform for a 2 trillion dollar peer to peer market,0.01,2017-11-26 00:00:00,2017-12-26 00:00:00,-0.9890000000000001,UTC+11,30 days 00:00:00.000000000
DES,Decentralized Escrow,DesAnti Scam helps to protect blockchain investors from financial losses,0.02,2017-11-29 12:00:00,2017-12-27 11:59:59,-0.9425,UTC+3,27 days 23:59:59.000000000
LEND,EthLend,ETHLend a blockchain startup that introduces decentralized lending it aims to enable decentralized lending globally by allowing crypto borrowing,0.02,2017-11-25 12:00:00,2017-12-27 23:59:00,-0.2425,UTC+0,32 days 11:59:00.000000000
BKX,BANKEX,A ProofofAsset Protocol that brings together BankasaService and Blockchain technology to evolve capital markets Tokenization of realworld and financial assets,0.01,2017-11-28 00:00:00,2017-12-28 00:00:00,-0.9882,UTC+0,30 days 00:00:00.000000000
SIG,Spectiv,Spectiv is a signal token protocol,0.0,2017-12-08 14:00:00,2017-12-29 02:00:00,0.0,UTC--5,20 days 12:00:00.000000000
NAU,NAU,NAU directly links buyers and sellers n a retail market,0.0,2017-10-31 12:00:00,2017-12-29 12:00:00,0.0,UTC+0,59 days 00:00:00.000000000
PMT,DAO PlayMarket 2.0,A decentralized Android app store combined with an ICO developer platform crypto exchange that accepts payment in cryptocurrency ,0.0,2017-11-08 00:00:00,2017-12-29 23:59:59,0.0,UTC+7,51 days 23:59:59.000000000
LHC,LH-Crypto,LHCoin is a token with monthly income from operational activities,0.0,2017-10-30 00:00:00,2017-12-30 00:00:00,-0.9813,UTC+0,61 days 00:00:00.000000000
LST,LiveShow,LIVESHOW is creating a webcam platform of a new generation which is based on blockchain technology,0.0,2017-11-10 00:00:00,2017-12-30 00:00:00,-0.9943000000000001,UTC+3,50 days 00:00:00.000000000
STY,STYRAS,STYRAS Connects everyone anywhere and everywhere,0.0,2017-11-21 15:00:00,2017-12-30 00:00:00,0.0,UTC+0,38 days 09:00:00.000000000
DMC,ODMCoin,First investment blockchain option in the oil and gas sector,0.0,2017-12-01 03:00:00,2017-12-31 03:00:00,-1.0,UTC+3,30 days 00:00:00.000000000
FDM,Freedom Streaming,Freedom Streaming offers a full live streaming platform that allows you to stream from anywhere in the world uncensored safe and anonymously,0.0,2017-11-15 17:00:00,2017-12-31 17:00:00,-0.9779000000000001,UTC+0,46 days 00:00:00.000000000
FPT,FamilyPoints,Bringing Smart Contacts to Smart Parents,0.0,2017-12-01 00:00:00,2017-12-31 23:59:59,0.0,UTC--4,30 days 23:59:59.000000000
CIX,Cryptonetix,Cryptonetix will be the foremost blockchain asset management analytics funding and educational platform for the rapidly growing cryptocurrency markets,0.01,2017-11-15 00:00:00,2017-12-31 23:59:59,-0.9813,UTC--6,46 days 23:59:59.000000000
FMT,Fantasy Market,Fantasy Market is an innovative marketplace where users control the performers through the use of our token,0.0,2017-12-03 22:00:00,2018-01-01 12:00:00,0.0,UTC+4,28 days 14:00:00.000000000
LOL,Loan or Lease,Decentralized Lending Network of Masternodes,0.0,2017-12-01 12:00:00,2018-01-04 12:00:00,0.0,UTC--8,34 days 00:00:00.000000000
TIO,Trade.io,tradeio is an innovative new blockchain trading platform that will disrupt the financial ecosystem and democratize the markets,0.28,2017-12-07 00:00:01,2018-01-04 23:59:59,-0.49950000000000006,UTC+0,28 days 23:59:58.000000000
CABS,CyberTrust,We help Banks buy Bitcoin,0.0,2017-11-29 00:00:00,2018-01-05 23:59:59,0.0,UTC+3,37 days 23:59:59.000000000
BTF,Blockchain Traded Fund,The Blockchain Traded Fund is a closed ended fund that invests in the best Ethereum,0.0,2017-12-01 00:00:00,2018-01-06 00:00:00,0.0,UTC+0,36 days 00:00:00.000000000
UCASH,U.CASH,Cash meets digital currencies,0.0,2017-09-08 00:00:00,2018-01-07 00:00:00,-0.99,UTC+0,121 days 00:00:00.000000000
STARS,Stars Group,Progressive financial infrastructure for professional footballers,0.0,2017-11-15 00:00:00,2018-01-10 00:00:00,0.0,UTC+0,56 days 00:00:00.000000000
CHSB,SwissBorg,The New Era of Swiss Private Banking with Smart Contracts,0.01,2017-12-07 13:00:00,2018-01-10 13:00:00,-0.9031,UTC+2,34 days 00:00:00.000000000
LOAN,LENDOIT,Lendoit is the only True Decentralized P2P Lending Platform using Blockchain Technology,0.0,2017-12-13 14:00:00,2018-01-13 14:00:00,0.0,UTC+2,31 days 00:00:00.000000000
CRYPT,Crypterium,Digital mobile cryptobank,0.04,2017-10-31 10:00:00,2018-01-14 10:00:00,-0.9175,UTC--4,75 days 00:00:00.000000000
EVN,envion (EVN),ENVION makes mining green  mobile,0.15,2017-12-15 12:00:00,2018-01-14 12:00:00,-0.8477,UTC+0,30 days 00:00:00.000000000
GAT,Gatcoin,GATCOIN transforms traditional discount coupons loyalty points and shopping vouchers into liquid tradable digital tokens,0.0,2018-01-14 12:00:00,2018-01-14 12:00:00,-0.9883,UTC+0,0 days 00:00:00.000000000
COV,Covesting,Revolutionary copytrading platform combined with the most complete infrastructure for investors and cryptocurrency traders,0.08,2017-11-24 12:00:00,2018-01-15 12:00:00,-0.9070999999999999,UTC+0,52 days 00:00:00.000000000
APPC,AppCoins,AppCoins is the first cryptocurrency for app stores serving 200 million active users,0.04,2017-12-13 00:00:00,2018-01-15 23:59:59,-0.8137000000000001,UTC+0,33 days 23:59:59.000000000
TZRO,tZERO,The tZERO platform integrates cryptographically secure distributed ledgers with existing market processes to reduce settlement time and costs,0.0,2017-12-18 19:32:00,2018-01-18 19:32:00,0.0,UTC+0,31 days 00:00:00.000000000
SLRM,Solareum,Solareum brings solar energy on Blockchain,0.0,2017-12-25 00:00:00,2018-01-18 23:59:59,0.0,UTC+0,24 days 23:59:59.000000000
TRF,TravelFlex Coin,New DAG tech based cryptocurrency decentralized social travel network and payment system,0.0,2017-12-14 00:00:01,2018-01-22 11:59:59,-0.9937999999999999,UTC+8,39 days 11:59:58.000000000
ELA,Elastos,Blockchain with totally decentralized P2P economic infrastructure which authenticates digital rights and turns digital information into assets ,1.97,2018-01-02 18:47:00,2018-01-23 18:48:00,-0.8914,UTC+0,21 days 00:01:00.000000000
HCT,Real Estate Coupon,The First Real Estate Coupon Ethereum Token for Purchasing Properties,0.0,2018-01-16 00:00:00,2018-01-25 00:00:00,0.0,UTC+0,9 days 00:00:00.000000000
BDG,BitDegree,The worlds first blockchainpowered online education platform with token scholarships  tech talent acquisition,0.0,2017-12-01 14:00:00,2018-01-25 23:59:59,-0.9584999999999999,UTC+0,55 days 09:59:59.000000000
EDU,LiveEdu,LiveEdu is Youtube for Online Education the nextgeneration Lyndacom,0.0,2018-01-15 00:00:00,2018-01-26 00:00:00,0.0,UTC+0,11 days 00:00:00.000000000
REALESTATE,Propify,The Decentralized Real Estate Platform,0.0,2017-12-14 00:00:00,2018-01-26 00:00:00,0.0,UTC--8,43 days 00:00:00.000000000
JNT,Jibrel Network,Jibrel provides traditional financial assets such as currencies bonds and equities as standard ERC20 tokens on the Ethereum Blockchain,0.03,2017-11-27 12:00:00,2018-01-26 12:00:00,-0.8527,UTC+0,60 days 00:00:00.000000000
POLY,Polymath,Polimath is the interface between financial securities and the blockchain,0.03,2018-01-27 00:00:00,2018-01-27 23:59:00,0.0,UTC+0,0 days 23:59:00.000000000
STQ,Storiqa,Storiqa  a marketplace with a wide range of functions for effective sales in the world of a new digital economy,0.0,2017-11-29 18:20:00,2018-01-29 18:20:00,0.0,UTC+0,61 days 00:00:00.000000000
FLP,Gameflip - FLIP (FLP),FLIP Cryptotoken for gamers from gaming experts,0.01,2017-12-04 19:00:00,2018-01-29 19:00:00,-0.9948,UTC+0,56 days 00:00:00.000000000
VIT,ViMarket,A 3D marketplace that allows users to create and share virtual reality VR experiences ViMarket promises to bring about a muchneeded breakthrough in the global ecommerce ecosystem,0.0,2017-12-07 00:00:00,2018-01-31 00:00:00,-0.9998,UTC+0,55 days 00:00:00.000000000
PINNS,Pocketinns,The worlds first decentralized blockchain driven marketplace ecosystem,0.0,2018-01-15 10:00:00,2018-01-31 10:00:00,0.0,UTC--3,16 days 00:00:00.000000000
KIND,Kind Ads,Kind Ads is an advertising platform that serves userfriendly ads without taking any middleman fees,0.0,2018-01-10 12:00:00,2018-01-31 12:00:00,0.0,UTC--5,21 days 00:00:00.000000000
WIZ,Crowdwiz,CrowdWiz  Bringing the future of investment into your hands,0.01,2017-11-20 12:00:00,2018-01-31 12:00:00,-0.9902,UTC+0,72 days 00:00:00.000000000
BEE,The Bee Token,Decentralizing ShortTerm Housing Rentals Blockchain Powered Platform With 0 Commissions Network Effects,0.0,2018-01-02 12:00:00,2018-01-31 12:00:00,0.0,UTC+7,29 days 00:00:00.000000000
SHIP,ShipChain,Disrupting transport and logistics on the Blockchain,0.01,2018-01-01 00:00:00,2018-01-31 23:59:59,-0.9737,UTC+0,30 days 23:59:59.000000000
SHPING,Shping,Shping is an innovative shoppermarketing ecosystem that enables participating brands and organisations the opportunity to reward shoppers who use the Shping App with a new cryptocurrency called Shping Coin,0.0,2018-01-22 00:00:00,2018-01-31 23:59:59,0.0,UTC--1,9 days 23:59:59.000000000
ING,IUNGO,Global wireless internet service providerpowered by blockchain,0.01,2017-12-07 00:00:00,2018-01-31 23:59:59,0.2229,UTC+0,55 days 23:59:59.000000000
UST,Uservice,Global Decentralized Blockchain Platform For Automotive Industry,0.0,2017-11-20 12:00:00,2018-02-01 00:00:00,0.0,UTC+0,72 days 12:00:00.000000000
AID,AidCoin,AidCoin is the token for charitable giving built on Ethereum Blockchain,0.01,2018-01-16 11:00:00,2018-02-01 11:00:00,-0.9756,UTC+0,16 days 00:00:00.000000000
ETK,EnergiToken,EnergiToken rewards energy saving behaviour,0.0,2018-02-01 10:00:00,2018-02-01 12:00:00,0.0,UTC+0,0 days 02:00:00.000000000
WPR,WePower,WePower is launching blockchain and smart contracts powered green energy trading platform,0.01,2018-02-01 22:49:00,2018-02-02 22:50:00,-0.9428,UTC+1,1 days 00:01:00.000000000
INSP,Inspeer,A Peertopeer lending service that works with Cryptocurrency and Fiat,0.0,2017-12-11 16:00:00,2018-02-05 16:00:00,0.0,UTC+2,56 days 00:00:00.000000000
SHP,Sharpe Capital,Sharpe Capital is a blockchain based investment fund that invests in cryptocurrency assets based on predictions from token holders Token holders who make accurate predictions earn Ether,0.0,2017-11-06 00:00:00,2018-02-05 23:59:00,-0.9963,UTC+0,91 days 23:59:00.000000000
ESCAPE,EscapeToken,Escape games booking service powered by Blockchain Technology,0.0,2018-01-23 12:00:00,2018-02-09 23:59:59,0.0,UTC+0,17 days 11:59:59.000000000
ABT,ArcBlock,ArcBlock is a platform and an ecosystem for building and deploying decentralized blockchain applications,0.2,2018-02-03 19:00:00,2018-02-10 00:00:00,-0.6053999999999999,UTC--5,6 days 05:00:00.000000000
FSN,Fusion,Blockchain based inclusive cryptofinance platform,0.87,2018-02-01 12:00:00,2018-02-10 23:59:59,-0.6504000000000001,UTC+0,9 days 11:59:59.000000000
SCR,Scorum,Scorum is the first sports social media powered by blockchain,0.0,2018-01-14 16:00:00,2018-02-11 16:00:00,0.0,UTC+0,28 days 00:00:00.000000000
3DT,3D-Token,The glocal decentralized justintime factory 40,0.0,2017-12-18 00:00:00,2018-02-11 23:59:59,0.0,UTC+0,55 days 23:59:59.000000000
MWAT,REDMegaWatt,Major EU energy company launches energy trading ecosystem and the first power retail franchise,0.01,2018-01-15 12:00:00,2018-02-12 12:00:00,-0.8743000000000001,UTC+2,28 days 00:00:00.000000000
SKRP,Skraps,Invest your spare change into diversified portfolios of cryptocurrencies and crypto assets,0.0,2018-01-15 00:00:00,2018-02-14 11:59:59,0.0,UTC+0,30 days 11:59:59.000000000
DTH,Dether,Buy  sell crypto for cash Spend it at physical stores,0.0,2018-02-07 14:00:00,2018-02-14 14:00:00,-0.9909,UTC+1,7 days 00:00:00.000000000
DIGIT,DIGIT Coin,Empowering BlockchainBased Digital Marketing The Most Powerful Digital Marketing Solutions on Blockchain,0.0,2017-12-08 08:00:00,2018-02-14 23:00:00,0.0,UTC+7,68 days 15:00:00.000000000
IBET,cryptoibet,CryptoIBet is the next generation platform for online gaming experience,0.0,2017-12-01 00:00:00,2018-02-15 00:00:00,0.0,UTC+0,76 days 00:00:00.000000000
BMK,BMarkt,Futureoriented platorm for exchanging real objects for cryptocurrency,0.0,2018-01-15 00:00:00,2018-02-15 00:00:00,0.0,UTC+0,31 days 00:00:00.000000000
FXT,FuzeX,FuzeX offers an all in one payment solution that provides a smarter way to pay Paying with cryptocurrency debit credit and reward cards is easier,0.0,2018-01-15 00:00:00,2018-02-15 00:00:00,0.0,UTC+0,31 days 00:00:00.000000000
MAN,MATRIX,Matrix has been built as a distributed network of artificial intelligence and blockchain,0.53,2018-01-16 04:00:00,2018-02-15 04:00:00,0.48590000000000005,UTC+8,30 days 00:00:00.000000000
KRI,Krios,Decentralised digital marketing platform,0.0,2018-01-08 22:00:00,2018-02-16 22:00:00,0.0,UTC+0,39 days 00:00:00.000000000
